Kohärenz_Protokoll	HAS_TOTAL_CHAPTERS	41
Kohärenz_Protokoll	HAS_STRUCTURAL_LEVEL	Kishōtenketsu
Kishōtenketsu	PHASE_KI_ENCOMPASSES	Genesis-Prolog_and_Akt_I
Kishōtenketsu	PHASE_SHO_ENCOMPASSES	Akt_II_zyklischer_Modus
Kishōtenketsu	PHASE_TEN_ENCOMPASSES	Akt_III_Phase_A_to_Vortex_2_Beat_4
Kishōtenketsu	PHASE_KETSU_ENCOMPASSES	Vortex_2_Beat_5_Kap_39_Kap_40
Akt_I	INCLUDES_CHAPTERS	1-13
Akt_I	NARRATIVE_MODE	linear-introspektiv
Akt_II	INCLUDES_CHAPTERS	14-26
Akt_II	NARRATIVE_MODE	rekursiv-eskalierend
Akt_III	INCLUDES_CHAPTERS	27-39
Storyform_A	HAS_NAME	Heuristics_of_Integration
Storyform_A	MC	Kael
Storyform_A	MC_DOMAIN	Mind
Storyform_A	CONCERN	Memory
Storyform_A	ISSUE	Falsehood-vs-Truth
Storyform_A	IC	Juna_Universe_Past
Storyform_A	OS	Psychology
Storyform_A	RS	Physics
Storyform_A	GROWTH	Start
Storyform_A	APPROACH	Be-er
Storyform_B	HAS_NAME	Phoenix_Collapse
Storyform_B	MC	AEGIS
Storyform_B	MC_DOMAIN	Universe
Storyform_B	CONCERN	Progress
Storyform_B	ISSUE	Fact-vs-Fantasy
Storyform_B	IC	Kael_als_lebende_Paradoxie
Storyform_B	OS	Physics
Storyform_B	RS	Psychology
Storyform_B	GROWTH	Stop
Storyform_B	APPROACH	Do-er
AEGIS	FULL_NAME	Autonomous_Entropic_Gatekeeper_for_Integrity_Systems
AEGIS	NATURE	autopoietisches_operativ_geschlossenes_System
AEGIS	SELF_DEFINITION	AEGIS_ist_was_AEGIS_verhindert_dass_es_nicht_ist
Juna	STRUCTURAL_ROLE	Gödel-Aussage
Juna	STRUCTURAL_ROLE	Chaitin-Konstante
Juna	STRUCTURAL_ROLE	Witness-Funktion
Juna	APPEARANCE_FIRST	Kap_38_Beat_3
Kael	STRUCTURAL_IDENTITY	System_aus_dreizehn_Fragmenten
Kael	WITHIN_SIMULATION	Komponente_734
Kael	WITHIN_SIMULATION	Archivar_Klasse_II
Kael_Host	FUNCTION	Going_on_with_normal_life
Kael_Host	TRAUMA	Schicht_1_Bindungstrauma_Köln
Kael_Host	TRAUMA	Schicht_2_Fragmentierungsnacht_Genesis-Krise
KW1	NAME	Logos-Prime
KW1	MODE	Rationalisierung
KW1	DOMAIN	ANP-Domäne
KW1	COMPUTATIONAL_CLASS	P_deterministisch
KW1	GUARDIAN	LogOS_absorbiert_in_Mnemosyne
KW2	NAME	Mnemosyne-Archipel
KW2	MODE	Trauma-Erinnerung
KW2	DOMAIN	EP-Domäne
KW2	COMPUTATIONAL_CLASS	Parakonsistent
KW2	GUARDIAN	Mnemosyne
KW3	NAME	Cerberus-Labyrinth
KW3	MODE	Hypervigilance
KW3	COMPUTATIONAL_CLASS	NP-Hard
KW3	GUARDIAN	Cerberus_absorbiert_in_Erasure-Pol
KW4	NAME	Möglichkeits-Garten
KW4	MODE	Integration
KW4	COMPUTATIONAL_CLASS	Generativ
Basisrealität	LOCATION	Köln_2026
Basisrealität	NATURE	existiert_jenseits_der_Simulation
Kap_0	TITLE	Genesis-Prolog
Kap_0	NARRATIVE_MODE	Außerhalb_der_Modi
Kap_0	STORYFORM_ACTIVE	Nur_B
Kap_1	TITLE	Erwachen_in_der_Konstrukt-Stadt
Kap_1	HERO_STAGE	Illusion_der_perfekten_Welt_Ordnung_als_Käfig
Kap_1	POV_CHARACTER	Kael_Host
Kap_1	LOCATION	KW1_Logos-Prime
Kap_2	TITLE	Der_erste_Riss
Kap_2	HERO_STAGE	Verrat_Desillusionierung
Kap_2	INTRODUCES	Lex-Einbruch
Kap_3	TITLE	Bunker-Bau
Kap_3	HERO_STAGE	Erwachen_Vorbereitung_Identifikation_mit_dem_Männlichen
Kap_3	POV_DOMINANT	Kael_Lex-dominant
Kap_4	TITLE	Pforten_der_Verurteilung
Kap_4	HERO_STAGE	Prüfungen
Kap_4_ATMOSPHERE	AEGIS-Log
